"id","service_a","service_b","service_c","service_d","service_e","service_f","service_g","service_h","service_i","service_j","service_k","service_l","service_m","service_n"
11159,1,0.663151714011605,1,0.167859396320714,0.00370789141027554,0.158822165406075,0.0143923530743961,0.653630219781732,0.0747337424323729,0.721140399378979,0.797189596820297,0.563183650895704,0.0172626873163599,0.388922948012573
11900,0.431804227939901,0.136772204928581,0.00619461812281717,0.238270244626644,0.0271925126075921,0,0,0.476052121040852,0.0391609904242379,1,1,0.686298667907681,0.0614295843214023,0.349121156202484
12495,0,0,0,0,0,0,0.11296529536708,1,0,1,1,0.309920601455892,0,0
15241,0.29641440306312,0.728117239781612,0.280325431511634,0.341181762514987,0.151577245701511,0.189066931875279,0.0230988844941124,0.874221018815601,0.0352263122397713,0.751235342525964,0.26260405820219,0.09910744506598,0,0.366180338898538
8262,0.547492181585899,0.453599011480303,0.23952071716284,0.0669495035179082,0,0,0,0.613090773148664,0.0376400842052582,1,0.990142774417048,0.530516036132223,0,0.256139243291722
1556,0,0.601353726417884,0.356019301719368,0,0,0.0658411527778364,0,0.812884067245624,0.0150692859717054,0.920008394421735,0.924653981573717,0.526859056178308,0,0.266955422641239
14591,0.231098260457067,1,0.657556173722992,0,0.0720029921529066,0.591715150631548,0.210875672803203,0.36595574782331,0.00967410006328884,0.840940109521121,0.693882309021857,0.426795991052852,0,0.374361104716372
9753,0.821522803980884,0.364437224589009,0.53772554963582,0.146952039019029,0,0,0,0.775914915298524,0.0473199333387203,1,1,1,0.462807379885844,0.376527810288289
11880,0.561013637298727,0.00833830777768972,0.368068873807587,0.127068360568826,0,0,0,0.771864161428595,0.0370396157535766,1,1,0.722057351771347,0.125421747188605,0.258430511206429
4739,0.467282613535935,0.621219635565842,0.563299767540539,0.315644403309853,0.0775973170967618,0.289567540119972,0.0135908573599296,1,0.0678589791949872,0.924348542053495,0.598046089463827,0.508320483230195,0.0203037172672528,0.248061364720553
12829,1,0.425111814807842,0.916407474072942,0.148619139654134,0,0.0324629362715517,0,0.720005030665506,0.0237812816421419,1,1,1,0.719221175338808,0.412791692113591
7481,1,0.612023617849065,0.132965473189349,0.247640303714643,0.0480601508714135,0.164034842111721,0,0.497839364372347,0.0502389296177589,1,1,0.694262106765139,0.325620165961,0.431097421246158
14349,0,0,0.499519020442676,0.03746055582648,0,0,0,0.383040647933677,0,0.900388950298415,1,0.404237928738517,0.474555321882578,0.149005617729676
2320,0.303120546137462,0.0269438615962134,0.140784094202679,0.060624484306316,0,0,0,0.733636959162115,0.0370873654960278,1,1,0.688447284759487,0.173501854281529,0.185874017432219
9674,1,0.427137858242705,0.565764572611106,0.156672033977097,0,0,0,0.628946845704446,0.032057333420589,1,1,0.830039512463104,0.252512883037825,0.360725489256645
13064,0.620920817035966,0.736129074057661,0.655596507866751,0,0,0.178969821691616,0.166960305834143,1,0,0.703005778398659,1,1,0.558010234664064,0.755481530127743
1055,0,0.500790762981462,0.410362454439761,0,0,0,0,0.424850427129424,0,0.26059274212105,0.701969034586906,0.846786552597629,0.189671057996069,0.434492040576855
3382,0.176651537678991,0.0515256752652332,0.68410525134133,0.121208967035369,0.137077217355256,0,0,0.701274971610611,0,0.955956495144989,0.858879383437487,0.626885055920039,0,0
17824,1,0.557659823161942,0.389349041815235,0.247857876521342,0.119876338459304,0.00505758497554591,0.0484810748520725,0.240773382633913,0.0907347443634196,1,1,0.498290648592798,0.141728939604747,0.187864330735401
2240,0.866306622617001,0.173158033146493,0.626190627464171,0.421307387715019,0,0.0735637200401957,0,0.626530599762365,0.0594121577849279,0.91667008152066,1,1,0.574117963567712,0.167855676726881
14859,0.717588806720983,0.0854435060582896,0.319568316152947,0.102143296786456,0,0,0,0.533693896800287,0.0182165799403729,1,1,0.986012118853353,0.345292156423664,0.262977827925184
10490,0.479001493502956,0.813907392620649,0.807721398160263,0,0,0,0,0.643181441347902,0.000639274463766003,1,0.617578230044264,0.424028373814038,0,0.0806510802795954
2807,0.491591349339245,0.488880952977146,0,0.450300944973637,0.0666308243888961,0,0.106954486655822,1,0.0182260906370125,0.73783183043197,0.299487061497606,0.263261474254036,0,0.226641527774287
6263,0,0,0.184343081807536,0.111100190670663,0,0,0.0301460358543244,0.248724702017536,0.0190403305363338,1,0.654044010687555,0.327428127138929,0.497631086861631,0
2357,1,0.633224197582745,0.987916010051463,0.156542678701069,0,0,0,0.593908151441342,0.0433298387437548,1,1,0.845313878442842,0.231799369719705,0.541673104333848
746,0.0515878941920948,0,0.100199707940697,0.10591230643712,0,0,0,0.844163632448361,0.0333152994532636,1,1,0.163620177958186,0.389105036611837,0.229095562259373
4102,0.585421415436151,0.46734951874121,0.208893144446048,0.132957556817608,0.021474842120518,0,0,0.880010767823297,0.0342165400972557,1,1,0.627583954650324,0.116451738436524,0.243538070608316
6522,0.667658082454557,0.253124337305724,0.0301825731166431,0.114564660916459,0,0,0,0.926791513031335,0.0304834502801907,1,1,0.78411384723699,0.113081597041298,0.357424798323861
12481,0,0.189491720284289,0,0,0,0,0,0.189814119191292,0,0.849733260908869,1,1,0.325812839648483,0
12259,0.635195805803511,0.312710551215919,0.534248590330951,0.138294078435476,0,0,0,0.991386598824961,0.0353228200653457,1,1,0.754240029917893,0.257309735771031,0.24097594522652
6427,0,0.221427342668292,0.22007477922481,0,0,0,0,0.70092953489505,0.0109503078296361,0.745142005006895,0.497573056463911,0.82288042287065,0.263028654479567,0.176382648675918
13006,0.172988365080575,0.420056643704831,1,0,0,0,0,0.00897178518766023,0,1,1,0.673115749882851,0.0711376845393563,0
4517,1,0.566388305324724,0.474297402620806,0.16359519419749,0.00792973707007717,0,0,0.809405208097423,0.0348654815874634,1,1,0.916065813677032,0.292508500001517,0.398826291082858
5700,0,0,0.0413898246130473,0.0954005936422914,0.121966889511432,0,0.332662940649187,1,0,0.795470037104914,1,0.0533276409386381,0.00768964697520222,0.161027095657983
7521,0,0,0.155946775610029,0.140401297567966,0,0,0,0.549513902376936,0.028352891417945,1,1,0.426726366142228,0.54260005236565,0.382394532777237
9830,1,0.286068196167478,0.424579785552109,0.129875425466485,0.0454055093987736,0,0.131291979332448,0.632768310277661,0.0525640392083293,1,0.892226556615002,0,0.0306469189461707,0.637158965406824
5543,0,0.688746358494094,0,0.481861712085753,0.0642379010330729,0.0320014963340769,0,1,0,0.819023098942306,0.652420115979927,0.59246775620395,0,0
9435,0,0,0,0.22147224411968,0.159707560475108,0,0.201122287240959,1,0.0440464419239885,0.805837091285542,0.47148481230689,0,0,0.612043538318754
14258,0.373285559475898,0,0.236571383248329,0.15214506218539,0,0,0,0.723299270458987,0.0386551213534735,1,1,0.360398487691511,0.484620952971835,0.497099128929835
13919,1,0.622589878556618,0.542779914819141,0.201448702821674,0,0,0,0.747398306608753,0.0250813801184853,1,1,0.678208725132773,0,0.61015067999314
5602,0,0,0,0,0,0,0,0.672607151483101,0,0.488555624158166,0.437711485121219,0.626242518755177,0.0829497267033624,0.042948840758274
6820,0,0,0,0.477313907552863,0.00220619260131361,0.00077381307715522,0.00206358926092585,1,0.0116852101403045,0.875147571585982,0.528840335773311,0.0372553416914752,0.0873581220291455,0
15929,0.0614182245084081,0.249975224710094,0.0388665769698243,0,0,0,0,0.207039831986922,0,1,1,0.720085914191086,0.058977459217736,0
15993,0.0706537752327095,0.0881805216314088,0,0.0558128252789644,0,0,0,0.63214246537461,0.0517160084700341,1,0.975855907696938,0.520667698895213,0,0.26470942078063
14563,0,0,0,0,0,0,0,0.32462182168564,0,0.515510352298171,0.850099096980936,0.919470297057228,1,0.295620006801298
12012,0,0,0.0645253114729263,0,0,0,0.153695125550387,1,0,0.89623517335808,1,0.422569227486477,0,0
14467,0.0537520231004703,0.423234221990476,0,0.49131172381574,0.0250923281342576,0,0,1,0,0.750332604221183,0.420262963445377,0.479560515875514,0,0
12919,0,0.121232206584164,0.116764124339559,0,0,0.0722659887035417,0,0.587298957722819,0,0.424136672241064,1,0.945031721491037,0.379509050492285,0.375179285538449
15930,1,0.492734357366374,0.828513494601171,0.167430408961954,0,0,0,0.622571095381239,0.0272049736755671,1,1,0.931970327805697,0.347611893622857,0.411064086868774
5384,0.295441664801219,0.0601250010849915,0.815892840148756,0.035932324458727,0,0,0.00555478277031179,0.940104013262335,0,0.751764313558385,0.609984032164983,1,0.586577353500169,0.136722541813134
7278,0.601322180661761,0.416713158428311,0.0493089879247209,0.0113477069830005,0,0,0.00171335451034836,0.511632678680315,0.0553243416031053,1,0.841149529710736,0.332252935394529,0,0.235873593714288
4023,0.294044302094798,0,0.060988315534872,0.222843022829719,0.0186529674740046,0,0,0.909818687389132,0.0427529865988254,1,1,0.78443307196843,0.241079577397635,0.295844761291853
5556,0,0.495610055248992,0.873391092096391,0,0,0.0352939448214833,0,0.739267267655903,0,0.786727843836462,1,0.779299659398172,0.25949035715854,0
7684,0,0,0,0.232997752218298,0.0660145857553227,0,0,0.73687798824464,0.00919886234778409,1,1,0.154630288362319,0.366881764926803,0.165524249828547
2050,1,1,1,0.141884199112307,0.120494051531187,0,0,0.0536223458574516,0.0433163612967637,1,0.988873798971395,0.657057664259466,0,0.321712506662883
17883,0,0,0,0.195104695528754,0.076119733623496,0,0,0.66048737563774,0.0323591781571479,1,0.999516906026421,0,0.119698506051672,0.235372244132237
12093,0,0,0.25511739717981,0,0,0,0,0,0,1,1,0.0734432888303918,0.201036653293701,0
1366,0.75857792126654,0.571816242675047,0,0.483784588637496,0,0,0.0182579532910821,1,0.00473573502849863,0.80524273128551,0.980295186857803,0.842556753433905,0.112162068003325,0
8792,0,0,0,0,0,0,0.309914714680335,1,0,0.830511536195275,0.720262351201817,0,0,0.0476942035659835
15462,0,0.0323609359208511,0.256021861267653,0.306103886378893,0.0603273920181271,0,0,0.866356866752306,0.0199867137491516,1,0.667256790048233,0.464051259294134,0,0
10260,1,0.772690797705515,0.569960741882144,0.172427162452954,0.000184518424452449,0,0,0.748452847650312,0.0400991271562792,1,1,0.826621097549733,0.238906161170978,0.520419162242651
13016,0,0,0,0,0,0,0.22744890632347,1,0.0144302242594765,0.87320801751571,1,0.377717145859411,0,0.195819517535024
10421,0.83293739244055,0.950110074358418,0.79842299399517,0.198346045828118,0.157899523939344,0,0,0.588237195742441,0.0316654249638469,1,0.930576749861981,0.502955583604859,0,0.091595102989296
9617,1,1,1,0.170939355565388,0.165370437799422,0.103440337193423,0,0.65792088674933,0.0577933222685754,1,1,0.620658483072005,0.00366034087361059,0.193902292446985
15037,0.234083372399458,0.105328326991214,0,0.188072382759076,0.0619285451993728,0,0,0.740619982930671,0.0463058317546614,1,0.933506955216755,0.648381208464668,0.0561520470908212,0.215124262574676
4266,0.919436559222663,0.405739550598277,0,0.147579248658175,0,0,0.174885040103437,0.662673123682524,0.0289630201798972,1,0.760423387790336,0.252012912994792,0,0
4002,0,0,0,0,0,0,0,0.0818634551655247,0,0.719028114008846,1,0.451322545309872,0.653942897536294,0.0246609156706204
4661,0.0160644103677427,0.451658926282996,0,0.482957146703637,0.0665198568430205,0.00568840722171315,0.0718317942171818,1,0.0101054663076927,0.616046348965336,0.275564380170589,0.448540608974045,0,0
15078,0,0.112885302779731,0,0.143639007223976,0,0,0,1,0,0.971876419649693,0.880453486664383,0.849797414538385,0.162072066184519,0
10085,0,0,0,0,0,0,0,0.590389519664709,0,0.663163096837002,0.761786922120667,0.747049073691297,0.208532139005483,0
5600,0,0.240841654317336,0.391690484256041,0.184604521784673,0.0484358684682284,0,0,1,0,1,0.625190838071435,1,0.312478323295205,0
14260,0,0.680826922739932,0.603032574956675,0,0.161663986513226,0.398017196427739,0.0860322268635865,0.393280434092876,0,0.886134876622609,0.733266462508347,0.0243029553946545,0,0.185217712133647
16312,0,0.554169789289152,0,0.160084101332069,0.172969298721419,0.500477549154194,0.289776442295196,1,0.0102371101344522,0.502560289211227,0.218646725884138,0,0,0.0100941334921409
2137,0,0,0,0,0,0,0.0490723631951239,1,0,1,1,0.00877358670591664,0.106681673105599,0.030147290400863
11489,0.191765292281372,0,0,0.0679382880939914,0,0,0,0.258801922997898,0.033923299579008,1,1,0.1352298942109,0.249558137052853,0.208776742315534
17019,0,0.380331664296959,0,0.442085964811172,0,0,0,1,0,0.872202470152411,0.732897883686025,0.304889336579304,0,0
15527,0.768968174580428,0.382168374944202,0.254090753296968,0.0768390961012723,0,0,0.00897515026155991,0.361260423786118,0.053710966061848,1,1,0.568739763915719,0,0.481601068040366
16612,0.959171579668915,0.847030473144161,1,0.206716962344022,0.0788175771492425,0,0,0.368755209683277,0.0467376110747255,1,0.672887125600882,0.307061835886363,0,0.23261780188849
8986,0,0.233837094395902,0.962274472411102,0,0,0,0,0.249250637292848,0,1,1,0.591577616975697,0.0672606764491726,0
15039,0.556265410204845,0.534379449813543,0,0.381885674348845,0,0,0.026906453310357,0.910868828609047,0,0.694729973044887,0.845179799904401,0.358141325266009,0,0
15180,0,0,0,0.00608869376207297,0,0,0.201702299824178,1,0,0.928088494959698,1,0.158912716671934,0.0406374347415409,0.249551531575963
2059,1,0.461768291235154,0.276995003049605,0.450730577285117,0.0989016006781982,0,0,0.829285037991186,0.0115917480094137,1,1,1,0.691167048448283,0
12048,0.739358746493112,0.465979929595771,0,0.283277187405059,0,0.124790250021564,0,0.9715740164997,0,0.815409367618848,0.753640888259334,0.60760660220058,0,0
9960,0.370680184513283,0.5523373927189,0.164122459162778,0.209352385385886,0.0538561740645357,0.0505111970538597,0,0.281501368488382,0,1,1,0.667434712161684,0.0302550844886238,0
7926,0,0.405724401121484,0.514670229403796,0.0823004637387903,0,0,0,1,0.0108047789811806,1,0.913812195816862,0.682290414573077,0.108757372451497,0
423,0.563307136794055,0.218670078101736,0,0.633940763623,0.231266225342145,0,0.0512796000503361,0.944835495375513,0.0168831747651188,0.670011308025567,0.708583739089206,0,0,0.168613502373543
11222,0.722069151269035,0.466044045694196,0,0.376326114047379,0,0,0,1,0,0.858672392734141,1,0.856475676391239,0.153423054864462,0
9156,1,0.786793310203196,0.793503744953199,0.127328362901058,0.00508244493312123,0,0.0211070886069283,0.686097144000076,0.041043463737944,1,0.848582167278736,0.738364745442346,0.0742416461628985,0.557762774361203
11849,0.40462253552763,0.303939393284848,0,0.30725831669651,0.11380356177317,0,0,0.788773978144636,0.0300948080990714,0.475764290051398,0.703992675824391,0.077632948618134,0.0521497145631539,0.162143632309317
11337,1,0.876182347833113,0.645188790266162,0.745287605861877,0.225356170432947,0,0,1,0.0217927819671152,1,0.959211314764739,1,0.572592799270248,0.373335620329737
14664,1,0.798551847429969,1,0.207192687004299,0.0830289368460688,0,0,0.706914493235932,0.00746893731623941,1,0.899863462245621,0.664033623014899,0.12411366373353,0.0327878035838319
17290,0.0324445281933438,1,0.397829318767616,0,0.0536960470766583,0.435964347192986,0.142076605927576,0.241920980895107,0,0.85333563060413,0.536567748307066,0.224709107492751,0,0.00349809167110811
10184,0,0,0,0.0828946309913769,0,0,0,0.696144069500522,0.0268712452819626,1,1,0.0385342905195915,0.206663406950712,0.125169196829849
13018,0.654554201935504,1,0.298501651257941,0.35900764518169,0.114949512073539,0,0.0221135680650796,0.962470242664886,0.0443234496753956,0.79754821382551,0.282070224874543,0.611594153957165,0.000184540853110869,0.304123391812124
11406,0,0,0,0.337666517069127,0.124160963792826,0,0.168525879427425,1,0.014675313390627,0.98398853221606,0.755489420104938,0.0553291169377153,0.146863592404069,0.259738977394661
14759,0.353861679098597,0.876942621155003,0.653275271100654,0,0,0.202785423629592,0.0147233683982629,0.646402885309658,0.00950118567492911,0.78744824737831,1,0.545828510546344,0,0.588940051164499
2837,0.603293751064074,0.0123218120527963,0.334384529893379,0.200743652544472,0.00479357552297612,0,0,0.545093567690952,0.0225332611444672,1,1,0.322440970486297,0.510397476980128,0.426151679623804
10712,0.0337684585172446,0.51460495017278,0,0.147090733471829,0.0593703866192027,0.00373051538885594,0.0812033517272119,1,0.0349345596150034,0.95036419594732,0.460071096875811,0.233673542348183,0,0.256242953166275
9993,1,0.841510631526667,1,0.27834893746784,0,0.109631655072474,0,1,0.0974999828267903,1,0.776952111648686,1,0.467899885425137,0.312921330037815
17122,0.566057289568312,0.158422855993201,0,0.198457510517504,0.0580570581964805,0,0,0.426718069682834,0.0364089270100269,1,1,0.82885297606943,0.183766189582883,0.330711089075017
5120,0,0.0169701494218789,0,0.0118064166788211,0.146484573287558,0,0.340620301542664,0.635297624836698,0.0426093192376859,0.803883311426459,0.612646498269811,0,0,0.116527090604152
2729,0.457665202719338,0.607925444062605,0.773939066386405,0.0763285027353132,0.104985414997908,0,0,0.556540772476343,0,0.968706878866741,1,0.959530400979042,0.374317381206261,0.205421093114565
3200,0,0,0,0,0,0,0.130726361032481,1,0,1,1,0.26555018733937,0,0.181377019151728
966,0.521007556531776,0.526022293967588,0.176789871793703,0.137384836360922,0.0295314112850211,0,0,0.909852313494194,0.0487588269602809,1,1,0.645989769099915,0.117989163050054,0.251217884473176
9103,0.985679639105182,0.636351123039596,1,0,0.0130513859358863,0,0.138745628398799,0,0.0293476871346643,0.878661157799951,0.743295657908476,0.437811784941871,0,0.521716359306028
6195,0.547769802321613,0.374012924299879,0,0.175671889594824,0.0480707654519047,0,0.076228826447582,0.236137557027592,0.00698848802039425,0.747261297359478,1,1,0.584004750356471,0
6950,0,0,0,0,0,0,0,0.795703417729698,0,0.647606584854319,1,0.556027263629027,0.649454111141205,0.621992163869094
3388,0.205918740960427,0.0885202124608802,0,0.202595151825939,0,0,0,0.700617116199286,0.0369312136027608,1,1,0.493664329638508,0,0.206740918385596
15470,0,0,0,0,0,0,0,0.715521821587989,0.00545739765282587,0.540376078321444,0.639043950570136,0.844676094548844,0.283665000607869,0.195422504417385
878,0.264822875740916,0,0,0.0835250684378305,0,0,0,0.432521377120794,0.0469850995449883,1,1,0.0828682558662663,0.136800286025864,0.45725418809742
8860,0.163397830871488,0,0.708392354296167,0,0,0,0,0.717767114405068,0,0.595124488215991,0.988873953479482,1,0.624489384469122,0.268077454991472
10094,0,0.177875700060709,0.197188704111433,0,0,0,0,1,0.00215674293988105,0.429941231168851,0.354356897438583,0.954963307761702,0.361157941620775,0.262977079311044
4326,0,0.146044932393061,0,0.513102377646937,0.100518303305967,0,0.0416033147326799,1,0,0.703499908478694,0.809951259393477,0.0692053141104092,0.111650618747409,0
4410,0.716644457983298,0.32523470455642,0.515390785214001,0.081052456311044,0,0,0,0.555760069919966,0.0340005845597396,1,0.989685226903427,0.580434755258102,0.0217176541950763,0.264248933421005
1593,0,0,0,0,0,0,0,0.242279062080903,0,0.600517611901749,0.982009125215644,0.802505291681472,0.197202888909554,0.167375944758818
4736,0.286888154414961,0.421260432392762,0.914935201421932,0,0,0.206280370128528,0.169338447400796,0.328372372887861,0,0.869077177808306,1,0.709222277264205,0.0824774842992037,0.401425063099914
7559,0.256203170539352,0.782045185404636,0,0.288718167738989,0,0,0,1,0.0433568589500448,0.753097493493235,0.560127256497593,0.116573990150887,0,0.524033443375027
18183,1,0.735760399238016,0.37490585505696,0.440427894676161,0.00671368006445684,0,0,1,0.0221927906737702,0.979909954383103,0.906860139132991,0.954611245598764,0.169931387381377,0.306359284229067
12559,0.23878838042163,0,0.213703037485642,0.11407023969731,0,0,0,0.967529204157967,0.00735226211599483,1,1,0.791531322141422,0.220580925099477,0.128998444628218
12450,0,0.205444298058689,0.406373542460593,0.278105139603432,0.155786490978336,0,0.036777192377004,0.64183075291361,0,0.330715271782003,0.590514661919297,1,0.340774843921319,0
11699,0,0,0.0042654544317773,0,0,0,0.257924262340559,0.792879396960146,0,0.761461360711369,1,0.422576647755373,0,0
16821,0.27090980134799,0.434847815042671,0,0.685356797249416,0.145179319087007,0,0.0412126203628389,1,0.0766006165685874,0.701569980877022,0.853715516402911,0.592690897659303,0.047636416228038,0.0412013397696198
11654,0.201136097332739,0,0.71083541077744,0.236142002356602,0,0,0.0341606315541956,0.292147396279439,0,0.580508439916636,0.630415790012783,0.66148217769693,0.711859441649192,0.339636268086902
12342,0.753220127088413,0.261117494381306,0.930630956947028,0.158475411688618,0.0856452148247846,0,0.114659854067157,0.141697406327553,0.0287008575010904,0.669244796360884,0.683077071333925,0.198605829847653,0.354299194852981,0.648203410348413
1421,0,0,0,0,0,0,0,0.602668226997669,0,0.783939185065179,0.728013082293582,0.723481468566068,0.173538230989249,0
14791,0,0.447522862910274,0.163583233747074,0,0,0.0140788944492003,0.116312862746849,0.498455918926973,0.0486297503366387,0.865474749258664,0.686834416111741,0.548506610890153,0.0728074081897174,0
4723,0.48854679672397,0.049290093961394,0,0.093473886311407,0.0436278577121226,0,0.0378873206072177,0.255543572471938,0.0526454888393159,1,1,0.126602330255938,0.173838012632418,0.55958746509477
11232,0,0,0,0.361720462189955,0.0360325633515827,0,0.282598112981219,1,0,0.927455286409061,1,0.625022492237853,0,0.0222347148066989
12800,0,0,0.0545568875134097,0,0,0,0,0.27161848907566,0,0.596488372215881,1,0.968449880689365,0.408873403447593,0.0167536801371501
12573,0.78283330231977,0.395942980263965,0.0814701183644366,0.100420765862405,0,0,0.00294064915740036,1,0.0671686398502695,1,1,0.76429236634923,0.156799213994478,0.283718048522345
18073,1,1,0.479892713999792,0.497393427338541,0.297213330360322,0,0.0211842052343964,0.887239906536306,0.018409658176618,0.877770547195624,1,0.722354765893368,0,0.48874690081485
7444,0.806058358925535,0.760566254120686,0,0.392639117697061,0,0,0,1,0,1,1,1,0.352709307669571,0.268502674229335
17275,0.67555012998076,0.0498902952107603,0.24526048991811,0.137158849236846,0,0,0.00957702853121333,0.519900490417009,0.0468593478631249,1,1,0.260230900969142,0.424789304027202,0.475265790411792
16028,0.349938370144364,0.808898663908271,0,0.395647083676863,0.167713566441258,0.511037657275917,0.371805422202518,1,0.0730033380185109,0.626009132859578,0.292188069766223,0.873986459608035,0.404910251797609,0.496397159728759
6845,0.569113955222077,0.25468114844758,0.14524039953457,0.265409515982496,0.100503402280287,0,0,0.474798626698834,0.00433658664771117,1,1,0.852127732867683,0.234130354750406,0.327293053350119
1367,1,0.480664630953591,0.980047409391371,0.0138383070360948,0,0.496972530854738,0.0311212047945475,0.417034072414374,0.0633665865683879,0.937820196223528,0.683663627259824,0.662183757693876,0,0.384744334055047
17191,1,0.77952513933035,0.495511615602586,0.0901930627136728,0,0,0.0284868849187801,0.417400382402221,0.0658556938907429,1,1,0.821643147285996,0.150326811591552,0.479953344099591
2254,0,0,0,0,0,0,0,0.555651909241484,0,0.733750332211307,0.995266073918334,0.545560028714125,0.656736203245126,0.309123228719548
5502,0.974383293096253,0,0.387684688353361,0.236277344961131,0,0,0.00610309832952634,0.521130629115893,0.00733489188367096,1,0.944525871306552,0.367661811341704,0.544374865807406,0.345578054201148
700,0.60801084700712,0.0929983043876283,0.733545912420422,0.168183840978142,0,0,0,0.696830194042628,0.0214634993658043,1,1,0.920183150994694,0.305929911046593,0.377571692346227
17980,1,0.989944488876938,0.633108326197399,0.18830867033962,0.0744233731957364,0,0.00410163547908076,0.439906494042617,0.0503369963288607,0.857392591220473,1,0.56072095450345,0.0356966788425474,0.151286992352194
14213,0.654663574004631,0.727495916189515,0.0831672179583764,0.503569280460001,0,0,0.0384862169573485,1,0.000541767517143274,0.627297597654625,0.577784755773002,0.772683247205642,0.0550699042616633,0.165611831265263
15536,1,0.464978770308025,0.764337830179508,0.0862327833341258,0,0,0,0.491245454801508,0.0447794679167382,1,1,0.824403739096676,0.208670493668216,0.442626531056069
17441,0.818065208990981,0.731948403715217,0.442527632437998,0.0919514297042047,0,0,0,0.748088409626964,0.0483569971729759,1,0.8045987188451,0.582793520493122,0.0468828845077816,0.372971836083174
37,0.666100956706364,0.932754646451669,0.884356928361827,0.106487923720994,0.142928243044935,0,0,0.566284086217385,0.0652190066417748,1,1,0.682452564809599,0.0713223708969165,0.229930919142627
8901,0.569744765013806,0.316679101213626,0.56270211439135,0.119004480052923,0,0,0,1,0.0448492509450142,1,1,0.759169894162336,0.266464957218823,0.241518188950721
3249,0,0,0.275257104904323,0,0,0,0,0.529240827815242,0.0217500488580535,1,0.673752211742918,0,0.202918397335289,0.225759374348001
5341,0,0,0,0,0,0.0839745193290529,0,0.341020206503065,0.00135280712098066,0.896950367981632,1,0.636044557752086,0.15520707615479,0
